20140901,383543512,342316712
20140902,296417721,264983450
20140903,293363449,229941277
20140904,288114107,289287317
20140905,306281572,242284131
20140906,172033821,153622923
20140907,222801986,203451590
20140908,294122784,314119869
20140909,381433189,229574583
20140910,259606571,325973307
20140911,301825082,340203647
20140912,296605758,204197134
20140913,233200286,169693950
20140914,213807290,162633385
20140915,443684117,241080365
20140916,342185890,267206937
20140917,277015368,281906967
20140918,360743991,259856889
20140919,419623646,255444943
20140920,199854826,171880205
20140921,256711813,194974570
20140922,482808086,385999360
20140923,334328067,233043621
20140924,303799195,264172460
20140925,322672434,277554419
20140926,372175887,201363510
20140927,219919896,165726620
20140928,200176874,182955668
20140929,421028027,295913590
20140930,404141211,298605829
