20140901,378228476,342316712
20140902,289948334,264983450
20140903,286013903,229941277
20140904,278988740,289287317
20140905,297189055,242284131
20140906,161149375,153622923
20140907,211402036,203451590
20140908,282181022,314119869
20140909,370051346,229574583
20140910,243972687,325973307
20140911,288049466,340203647
20140912,283904742,204197134
20140913,217911829,169693950
20140914,196740656,162633385
20140915,425184613,241080365
20140916,318013481,267206937
20140917,250743548,281906967
20140918,334609136,259856889
20140919,390663952,255444943
20140920,166298129,171880205
20140921,222371826,194974570
20140922,446739457,385999360
20140923,295548793,233043621
20140924,262183957,264172460
20140925,279947647,277554419
20140926,328187795,201363510
20140927,171149058,165726620
20140928,149888624,182955668
20140929,370257584,295913590
20140930,349867564,298605829
