20140901,388858548,342316712
20140902,303035928,264983450
20140903,301047126,229941277
20140904,297788748,289287317
20140905,316194252,242284131
20140906,184015985,153622923
20140907,235635156,203451590
20140908,307857094,314119869
20140909,394992141,229574583
20140910,277797215,325973307
20140911,318666795,340203647
20140912,312844439,204197134
20140913,252481092,169693950
20140914,235406136,162633385
20140915,467320600,241080365
20140916,372157099,267206937
20140917,309925182,281906967
20140918,394438315,259856889
20140919,457086250,255444943
20140920,242963387,171880205
20140921,301810703,194974570
20140922,530898388,385999360
20140923,386475541,233043621
20140924,360242763,264172460
20140925,381805970,277554419
20140926,434228467,201363510
20140927,288492694,165726620
20140928,272187122,182955668
20140929,495536756,295913590
20140930,484239389,298605829
