20140901,253398830,295050219
20140902,233875721,255265634
20140903,206576694,284343574
20140904,217398652,266332658
20140905,232166780,228523059
20140906,180756479,175906044
20140907,199359263,188374529
20140908,260280835,292645425
20140909,216621778,251108624
20140910,202040421,247034409
20140911,214853232,232102513
20140912,216011047,239112117
20140913,192589047,193227161
20140914,192253902,185867284
20140915,252056245,304503687
20140916,209632443,261831358
20140917,211076341,216528789
20140918,211822215,232179158
20140919,213038046,228236792
20140920,168118082,182476121
20140921,190302310,202750854
20140922,253205945,255432174
20140923,216640848,241113983
20140924,206544550,201621960
20140925,210431758,224444904
20140926,224252433,221761396
20140927,191119826,182128760
20140928,208380889,186885745
20140929,247500404,275617955
20140930,220833620,239144230
