20140901,218430583,239312357
20140902,181128630,212308341
20140903,125052625,198102885
20140904,254442818,358074723
20140905,269082835,296840429
20140906,327911266,272492351
20140907,238132829,286010186
20140908,239503213,285246349
20140909,156511490,182323099
20140910,101630252,223449883
20140911,293350202,305448681
20140912,258789041,279606466
20140913,238826165,255285178
20140914,218348223,294077125
20140915,230064524,255032946
20140916,166243730,202076687
20140917,84473437,179460913
20140918,278335474,258955328
20140919,299829945,312278210
20140920,252798381,315939897
20140921,271906589,288675898
20140922,214369952,241520200
20140923,137522569,147757171
20140924,104007103,184487839
20140925,319287196,273412023
20140926,234145275,229717929
20140927,274658734,316348550
20140928,261802156,288658611
20140929,250051821,249611803
20140930,170151243,231874805
