20140901,348924513,290114598
20140902,272426005,306436931
20140903,163086044,302147928
20140904,275106578,274023566
20140905,249105544,292740529
20140906,170986505,156028686
20140907,179124332,202019381
20140908,311555289,296987419
20140909,300981712,277545859
20140910,198083570,320526585
20140911,279409624,277500621
20140912,272110760,241985069
20140913,169183408,159951006
20140914,158935389,255011269
20140915,255377254,385996947
20140916,293623894,356219230
20140917,217141838,336077765
20140918,258466552,300688070
20140919,229904062,273829018
20140920,125974461,233286474
20140921,164713194,216502666
20140922,294433124,322371538
20140923,293044546,320247738
20140924,179334045,288178123
20140925,227474436,261654274
20140926,177929670,223337472
20140927,130315321,140931850
20140928,176968612,236005833
20140929,358475874,294816991
20140930,296668722,315262469
