20140901,243769587,272715130
20140902,224784622,240565253
20140903,198396825,265458742
20140904,207825776,247868785
20140905,222571759,215187335
20140906,171518259,163575337
20140907,190102326,179152990
20140908,250866340,275908462
20140909,207804632,238617512
20140910,195300021,233150273
20140911,205102748,219585202
20140912,207831518,225164571
20140913,183380522,182674242
20140914,185721009,178447233
20140915,244771909,283890362
20140916,204864365,248423043
20140917,204957175,204825595
20140918,205055145,220198086
20140919,205954191,218011307
20140920,159692273,171946449
20140921,183574117,190574851
20140922,244405089,240703284
20140923,208649400,230158481
20140924,200393066,193020875
20140925,203718474,214460219
20140926,215221220,210879161
20140927,182952821,173465759
20140928,199039427,179297199
20140929,239595872,261249369
20140930,211836723,229334987
