20140901,282918432,388229434
20140902,293257912,296836330
20140903,162175670,272868677
20140904,292647362,261281048
20140905,218265500,265352431
20140906,119706091,161147177
20140907,147986998,173328086
20140908,356817648,289805164
20140909,312618719,258134152
20140910,157637218,303862222
20140911,261771148,243112009
20140912,251538181,312129815
20140913,183366185,148436872
20140914,164438777,290621847
20140915,242476038,269284169
20140916,267808459,309865093
20140917,154775558,261115234
20140918,200662227,279354433
20140919,179526588,264393971
20140920,139473287,169636715
20140921,145125657,254050335
20140922,297427005,264602940
20140923,256061395,348936034
20140924,150130475,288798154
20140925,187201563,328768406
20140926,245078119,254117926
20140927,134884068,205493814
20140928,154259657,220508265
20140929,237897666,434695940
20140930,212129315,272301997
